autobahn,parking_id,title,subtitle,description,latitude,longitude,is_blocked,lorry_parking_feature_icons,extent,direction
A2,DE-NW-000086,A2 | undefined,Resser Mark S,PKW Stellplätze: 22 LKW Stellplätze: 12,,,false,"[{'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}]",,
A2,DE-NW-000084,A2 | undefined,Stuckenbusch,PKW Stellplätze: 30 LKW Stellplätze: 33,,,false,"[{'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}]",,
A2,DE-NW-000083,A2 | undefined,Hohenhorst,PKW Stellplätze: 25 LKW Stellplätze: 37,,,false,"[{'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}]",,
A2,DE-NW-000082,A2 | undefined,Ickern,PKW Stellplätze: 31 LKW Stellplätze: 22,,,false,"[{'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}]",,
A2,DE-NW-000081,A2 | undefined,Kleine Herrenthey,PKW Stellplätze: 20 LKW Stellplätze: 46,,,false,"[{'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}]",,
A2,DE-NW-000080,A2 | undefined,Paschheide,PKW Stellplätze: 30 LKW Stellplätze: 5,,,false,"[{'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}]",,
A2,DE-NW-000079,A2 | undefined,Kolberg,PKW Stellplätze: 22 LKW Stellplätze: 20,,,false,"[{'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}]",,
A2,DE-NW-000077,A2 | undefined,Rhynern Süd,PKW Stellplätze: 102 LKW Stellplätze: 83,,,false,"[{'description': 'Motel/Hotel', 'style': '', 'icon': 'almofont almo-hotel'}, {'description': 'Raststätte/Restaurant', 'style': '', 'icon': 'almofont almo-utensils'}, {'description': 'Tankstelle', 'style': '', 'icon': 'almofont almo-gaspump'}, {'description': 'Kiosk/Geschäft', 'style': '', 'icon': 'fa fa-shopping-basket'}, {'description': 'Defibrillator', 'style': '', 'icon': 'fa fa-heartbeat'}, {'description': 'WLAN', 'style': '', 'icon': 'fa fa-wifi'}, {'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Spielplatz', 'style': '', 'icon': 'almofont almo-playground'}, {'description': 'Mülleimer', 'style': '', 'icon': 'fa fa-trash'}, {'description': 'Dusche vorhanden', 'style': '', 'icon': 'fa fa-shower'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}, {'description': 'Mautterminal', 'style': '', 'icon': 'almofont almo-toll_terminal'}, {'description': 'Warenautomat', 'style': '', 'icon': 'almofont almo-vending_machine'}, {'description': 'Geldautomat', 'style': '', 'icon': 'fa fa-eur'}]",,
A2,DE-NW-000078,A2 | undefined,Rhynern Nord,PKW Stellplätze: 140 LKW Stellplätze: 100,,,false,"[{'description': 'Motel/Hotel', 'style': '', 'icon': 'almofont almo-hotel'}, {'description': 'Raststätte/Restaurant', 'style': '', 'icon': 'almofont almo-utensils'}, {'description': 'Tankstelle', 'style': '', 'icon': 'almofont almo-gaspump'}, {'description': 'Kiosk/Geschäft', 'style': '', 'icon': 'fa fa-shopping-basket'}, {'description': 'Defibrillator', 'style': '', 'icon': 'fa fa-heartbeat'}, {'description': 'WLAN', 'style': '', 'icon': 'fa fa-wifi'}, {'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Spielplatz', 'style': '', 'icon': 'almofont almo-playground'}, {'description': 'Mülleimer', 'style': '', 'icon': 'fa fa-trash'}, {'description': 'Dusche vorhanden', 'style': '', 'icon': 'fa fa-shower'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}, {'description': 'Mautterminal', 'style': '', 'icon': 'almofont almo-toll_terminal'}, {'description': 'Warenautomat', 'style': '', 'icon': 'almofont almo-vending_machine'}, {'description': 'Geldautomat', 'style': '', 'icon': 'fa fa-eur'}]",,
A2,DE-NW-000076,A2 | undefined,Im Großen Klei,PKW Stellplätze: 0 LKW Stellplätze: 8,,,false,"[{'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}]",,
A2,DE-NW-000074,A2 | undefined,Brunsberg,PKW Stellplätze: 34 LKW Stellplätze: 25,,,false,"[{'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}]",,
A2,DE-NW-000073,A2 | undefined,Stettin,PKW Stellplätze: 30 LKW Stellplätze: 22,,,false,"[{'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}]",,
A2,DE-NW-000072,A2 | undefined,Vellern Süd,PKW Stellplätze: 122 LKW Stellplätze: 28,,,false,[],,
A2,DE-NW-000071,A2 | undefined,Vellern,PKW Stellplätze: 28 LKW Stellplätze: 34,,,false,"[{'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}]",,
A2,DE-NW-000069,A2 | undefined,Marburg,PKW Stellplätze: 0 LKW Stellplätze: 13,,,false,"[{'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}]",,
A2,DE-NW-000070,A2 | undefined,Am Berge,PKW Stellplätze: 0 LKW Stellplätze: 13,,,false,"[{'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}]",,
A2,DE-NW-000067,A2 | undefined,Gütersloh Nord,PKW Stellplätze: 55 LKW Stellplätze: 22,,,false,"[{'description': 'Raststätte/Restaurant', 'style': '', 'icon': 'almofont almo-utensils'}, {'description': 'Tankstelle', 'style': '', 'icon': 'almofont almo-gaspump'}, {'description': 'Kiosk/Geschäft', 'style': '', 'icon': 'fa fa-shopping-basket'}, {'description': 'Defibrillator', 'style': '', 'icon': 'fa fa-heartbeat'}, {'description': 'WLAN', 'style': '', 'icon': 'fa fa-wifi'}, {'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Spielplatz', 'style': '', 'icon': 'almofont almo-playground'}, {'description': 'Mülleimer', 'style': '', 'icon': 'fa fa-trash'}, {'description': 'Dusche vorhanden', 'style': '', 'icon': 'fa fa-shower'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}, {'description': 'Mautterminal', 'style': '', 'icon': 'almofont almo-toll_terminal'}, {'description': 'Warenautomat', 'style': '', 'icon': 'almofont almo-vending_machine'}, {'description': 'Geldautomat', 'style': '', 'icon': 'fa fa-eur'}]",,
A2,DE-NW-000066,A2 | undefined,Gütersloh Süd,PKW Stellplätze: 53 LKW Stellplätze: 21,,,false,"[{'description': 'Raststätte/Restaurant', 'style': '', 'icon': 'almofont almo-utensils'}, {'description': 'Tankstelle', 'style': '', 'icon': 'almofont almo-gaspump'}, {'description': 'Kiosk/Geschäft', 'style': '', 'icon': 'fa fa-shopping-basket'}, {'description': 'Defibrillator', 'style': '', 'icon': 'fa fa-heartbeat'}, {'description': 'WLAN', 'style': '', 'icon': 'fa fa-wifi'}, {'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Spielplatz', 'style': '', 'icon': 'almofont almo-playground'}, {'description': 'Mülleimer', 'style': '', 'icon': 'fa fa-trash'}, {'description': 'Dusche vorhanden', 'style': '', 'icon': 'fa fa-shower'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}, {'description': 'Warenautomat', 'style': '', 'icon': 'almofont almo-vending_machine'}]",,
A2,DE-NW-000065,A2 | undefined,Sürenheide,PKW Stellplätze: 36 LKW Stellplätze: 27,,,false,"[{'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}]",,
A2,DE-NW-000063,A2 | undefined,Niedergassel,PKW Stellplätze: 26 LKW Stellplätze: 11,,,false,"[{'description': 'Raststätte/Restaurant/Kleinraststätte', 'style': '', 'icon': 'almofont almo-utensils'}, {'description': 'Kiosk/Geschäft', 'style': '', 'icon': 'fa fa-shopping-basket'}, {'description': 'WLAN', 'style': '', 'icon': 'fa fa-wifi'}, {'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Mülleimer', 'style': '', 'icon': 'fa fa-trash'}, {'description': 'Dusche vorhanden', 'style': '', 'icon': 'fa fa-shower'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}]",,
A2,DE-NW-000064,A2 | undefined,Heideplatz,PKW Stellplätze: 33 LKW Stellplätze: 27,,,false,"[{'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}]",,
A2,DE-NW-000062,A2 | undefined,Obergassel,PKW Stellplätze: 38 LKW Stellplätze: 17,,,false,"[{'description': 'Raststätte/Restaurant/Kleinraststätte', 'style': '', 'icon': 'almofont almo-utensils'}, {'description': 'Kiosk/Geschäft', 'style': '', 'icon': 'fa fa-shopping-basket'}, {'description': 'WLAN', 'style': '', 'icon': 'fa fa-wifi'}, {'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Mülleimer', 'style': '', 'icon': 'fa fa-trash'}, {'description': 'Dusche vorhanden', 'style': '', 'icon': 'fa fa-shower'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}]",,
A2,DE-NW-000061,A2 | undefined,Lipperland Süd,PKW Stellplätze: 158 LKW Stellplätze: 109,,,false,"[{'description': 'Raststätte/Restaurant', 'style': '', 'icon': 'almofont almo-utensils'}, {'description': 'Tankstelle', 'style': '', 'icon': 'almofont almo-gaspump'}, {'description': 'Kiosk/Geschäft', 'style': '', 'icon': 'fa fa-shopping-basket'}, {'description': 'Defibrillator', 'style': '', 'icon': 'fa fa-heartbeat'}, {'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Spielplatz', 'style': '', 'icon': 'almofont almo-playground'}, {'description': 'Mülleimer', 'style': '', 'icon': 'fa fa-trash'}, {'description': 'Dusche vorhanden', 'style': '', 'icon': 'fa fa-shower'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}, {'description': 'Mautterminal', 'style': '', 'icon': 'almofont almo-toll_terminal'}, {'description': 'Warenautomat', 'style': '', 'icon': 'almofont almo-vending_machine'}, {'description': 'Geldautomat', 'style': '', 'icon': 'fa fa-eur'}]",,
A2,DE-NW-000060,A2 | undefined,Brönninghausen,PKW Stellplätze: 21 LKW Stellplätze: 8,,,false,"[{'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}]",,
A2,DE-NW-000059,A2 | undefined,Lipperland Nord,PKW Stellplätze: 149 LKW Stellplätze: 96,,,false,"[{'description': 'Raststätte/Restaurant', 'style': '', 'icon': 'almofont almo-utensils'}, {'description': 'Tankstelle', 'style': '', 'icon': 'almofont almo-gaspump'}, {'description': 'Kiosk/Geschäft', 'style': '', 'icon': 'fa fa-shopping-basket'}, {'description': 'Defibrillator', 'style': '', 'icon': 'fa fa-heartbeat'}, {'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Spielplatz', 'style': '', 'icon': 'almofont almo-playground'}, {'description': 'Mülleimer', 'style': '', 'icon': 'fa fa-trash'}, {'description': 'Dusche vorhanden', 'style': '', 'icon': 'fa fa-shower'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}, {'description': 'Mautterminal', 'style': '', 'icon': 'almofont almo-toll_terminal'}, {'description': 'Warenautomat', 'style': '', 'icon': 'almofont almo-vending_machine'}, {'description': 'Geldautomat', 'style': '', 'icon': 'fa fa-eur'}]",,
A2,DE-NW-000057,A2 | undefined,Herford Süd,PKW Stellplätze: 40 LKW Stellplätze: 16,,,false,"[{'description': 'Raststätte/Restaurant', 'style': '', 'icon': 'almofont almo-utensils'}, {'description': 'Tankstelle', 'style': '', 'icon': 'almofont almo-gaspump'}, {'description': 'Kiosk/Geschäft', 'style': '', 'icon': 'fa fa-shopping-basket'}, {'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}]",,
A2,DE-NW-000058,A2 | undefined,Herford Nord,PKW Stellplätze: 29 LKW Stellplätze: 16,,,false,"[{'description': 'Raststätte/Restaurant', 'style': '', 'icon': 'almofont almo-utensils'}, {'description': 'Tankstelle', 'style': '', 'icon': 'almofont almo-gaspump'}, {'description': 'Kiosk/Geschäft', 'style': '', 'icon': 'fa fa-shopping-basket'}, {'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}]",,
A2,DE-NW-000055,A2 | undefined,Löwenburg,PKW Stellplätze: 35 LKW Stellplätze: 31,,,false,"[{'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}]",,
A2,DE-NW-007344,A2 | undefined,Fuchsgrund (Süd),PKW Stellplätze: 27 LKW Stellplätze: 19,,,false,[],,
A2,DE-NI-372002,A2 | undefined,Papenbrink S,PKW Stellplätze: 27 LKW Stellplätze: 34,,,false,"[{'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}]",,
A2,DE-NI-372001,A2 | undefined,Papenbrink N,PKW Stellplätze: 11 LKW Stellplätze: 4,,,false,"[{'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}]",,
A2,DE-NI-372101,A2 | undefined,Auetal N,PKW Stellplätze: 111 LKW Stellplätze: 91,,,false,"[{'description': 'Raststätte/Restaurant', 'style': '', 'icon': 'almofont almo-utensils'}, {'description': 'Tankstelle', 'style': '', 'icon': 'almofont almo-gaspump'}, {'description': 'Kiosk/Geschäft', 'style': '', 'icon': 'fa fa-shopping-basket'}, {'description': 'Defibrillator', 'style': '', 'icon': 'fa fa-heartbeat'}, {'description': 'WLAN', 'style': '', 'icon': 'fa fa-wifi'}, {'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Spielplatz', 'style': '', 'icon': 'almofont almo-playground'}, {'description': 'Dusche vorhanden', 'style': '', 'icon': 'fa fa-shower'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}, {'description': 'Mautterminal', 'style': '', 'icon': 'almofont almo-toll_terminal'}, {'description': 'Warenautomat', 'style': '', 'icon': 'almofont almo-vending_machine'}, {'description': 'Geldautomat', 'style': '', 'icon': 'fa fa-eur'}]",,
A2,DE-NI-372104,A2 | undefined,Bernser Kirchweg S,PKW Stellplätze: 14 LKW Stellplätze: 6,,,false,"[{'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}]",,
A2,DE-NI-372102,A2 | undefined,Auetal S,PKW Stellplätze: 147 LKW Stellplätze: 120,,,false,"[{'description': 'Raststätte/Restaurant', 'style': '', 'icon': 'almofont almo-utensils'}, {'description': 'Tankstelle', 'style': '', 'icon': 'almofont almo-gaspump'}, {'description': 'Kiosk/Geschäft', 'style': '', 'icon': 'fa fa-shopping-basket'}, {'description': 'Defibrillator', 'style': '', 'icon': 'fa fa-heartbeat'}, {'description': 'WLAN', 'style': '', 'icon': 'fa fa-wifi'}, {'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Spielplatz', 'style': '', 'icon': 'almofont almo-playground'}, {'description': 'Dusche vorhanden', 'style': '', 'icon': 'fa fa-shower'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}, {'description': 'Mautterminal', 'style': '', 'icon': 'almofont almo-toll_terminal'}, {'description': 'Warenautomat', 'style': '', 'icon': 'almofont almo-vending_machine'}, {'description': 'Geldautomat', 'style': '', 'icon': 'fa fa-eur'}]",,
A2,DE-NI-372105,A2 | undefined,Schafstrift N,PKW Stellplätze: 25 LKW Stellplätze: 29,,,false,"[{'description': 'Restaurant/Kleinraststätte', 'style': '', 'icon': 'almofont almo-utensils'}, {'description': 'Kiosk/Geschäft', 'style': '', 'icon': 'fa fa-shopping-basket'}, {'description': 'WLAN', 'style': '', 'icon': 'fa fa-wifi'}, {'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Dusche vorhanden', 'style': '', 'icon': 'fa fa-shower'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}]",,
A2,DE-NI-372103,A2 | undefined,Schafstrift S,PKW Stellplätze: 28 LKW Stellplätze: 17,,,false,"[{'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}]",,
A2,DE-NI-362202,A2 | undefined,Bückethaler Knick S (Bad Nenndorf S),PKW Stellplätze: 79 LKW Stellplätze: 62,,,false,"[{'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}, {'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}]",,
A2,DE-NI-362201,A2 | undefined,Bückethaler Knick N (Bad Nenndorf N),PKW Stellplätze: 71 LKW Stellplätze: 175,,,false,"[{'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}]",,
A2,DE-NI-005252,A2 | undefined,Garbsen N,PKW Stellplätze: 110 LKW Stellplätze: 120,,,false,[],,
A2,DE-NI-352301,A2 | undefined,Garbsen S,PKW Stellplätze: 49 LKW Stellplätze: 50,,,false,"[{'description': 'Raststätte/Restaurant', 'style': '', 'icon': 'almofont almo-utensils'}, {'description': 'Tankstelle', 'style': '', 'icon': 'almofont almo-gaspump'}, {'description': 'Kiosk/Geschäft', 'style': '', 'icon': 'fa fa-shopping-basket'}, {'description': 'Defibrillator', 'style': '', 'icon': 'fa fa-heartbeat'}, {'description': 'WLAN', 'style': '', 'icon': 'fa fa-wifi'}, {'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Dusche vorhanden', 'style': '', 'icon': 'fa fa-shower'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}, {'description': 'Mautterminal', 'style': '', 'icon': 'almofont almo-toll_terminal'}, {'description': 'Warenautomat', 'style': '', 'icon': 'almofont almo-vending_machine'}, {'description': 'Geldautomat', 'style': '', 'icon': 'fa fa-eur'}]",,
A2,DE-NI-352401,A2 | undefined,Godshorn N,PKW Stellplätze: 12 LKW Stellplätze: 42,,,false,"[{'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}]",,
A2,DE-NI-352402,A2 | undefined,Vahrenheide S,PKW Stellplätze: 16 LKW Stellplätze: 36,,,false,"[{'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}, {'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}]",,
A2,DE-NI-352404,A2 | undefined,Varrelheide S,PKW Stellplätze: 33 LKW Stellplätze: 38,,,false,"[{'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}]",,
A2,DE-NI-352403,A2 | undefined,Varrelheide N,PKW Stellplätze: 23 LKW Stellplätze: 22,,,false,"[{'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}]",,
A2,DE-NI-005250,A2 | undefined,Lehrter See N,PKW Stellplätze: 118 LKW Stellplätze: 204,,,false,[],,
A2,DE-NI-005355,A2 | undefined,Lehrter See Süd,PKW Stellplätze: 71 LKW Stellplätze: 45,,,false,[],,
A2,DE-NI-362602,A2 | undefined,Röhrse S,PKW Stellplätze: 49 LKW Stellplätze: 62,,,false,"[{'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}]",,
A2,DE-NI-362603,A2 | undefined,Röhrse N,PKW Stellplätze: 49 LKW Stellplätze: 61,,,false,"[{'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}]",,
A2,DE-NI-362802,A2 | undefined,Zweidorfer Holz N,PKW Stellplätze: 88 LKW Stellplätze: 69,,,false,"[{'description': 'Motel/Hotel', 'style': '', 'icon': 'almofont almo-hotel'}, {'description': 'Raststätte/Restaurant', 'style': '', 'icon': 'almofont almo-utensils'}, {'description': 'Tankstelle', 'style': '', 'icon': 'almofont almo-gaspump'}, {'description': 'Kiosk/Geschäft', 'style': '', 'icon': 'fa fa-shopping-basket'}, {'description': 'WLAN', 'style': '', 'icon': 'fa fa-wifi'}, {'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Spielplatz', 'style': '', 'icon': 'almofont almo-playground'}, {'description': 'Dusche vorhanden', 'style': '', 'icon': 'fa fa-shower'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}, {'description': 'Mautterminal', 'style': '', 'icon': 'almofont almo-toll_terminal'}, {'description': 'Geldautomat', 'style': '', 'icon': 'fa fa-eur'}]",,
A2,DE-NI-362801,A2 | undefined,Zweidorfer Holz S,PKW Stellplätze: 129 LKW Stellplätze: 101,,,false,"[{'description': 'Raststätte/Restaurant', 'style': '', 'icon': 'almofont almo-utensils'}, {'description': 'Tankstelle', 'style': '', 'icon': 'almofont almo-gaspump'}, {'description': 'Kiosk/Geschäft', 'style': '', 'icon': 'fa fa-shopping-basket'}, {'description': 'Defibrillator', 'style': '', 'icon': 'fa fa-heartbeat'}, {'description': 'WLAN', 'style': '', 'icon': 'fa fa-wifi'}, {'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Spielplatz', 'style': '', 'icon': 'almofont almo-playground'}, {'description': 'Dusche vorhanden', 'style': '', 'icon': 'fa fa-shower'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}, {'description': 'Mautterminal', 'style': '', 'icon': 'almofont almo-toll_terminal'}, {'description': 'Warenautomat', 'style': '', 'icon': 'almofont almo-vending_machine'}, {'description': 'Geldautomat', 'style': '', 'icon': 'fa fa-eur'}]",,
A2,DE-NI-363001,A2 | undefined,Essehof S,PKW Stellplätze: 68 LKW Stellplätze: 49,,,false,"[{'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}]",,
A2,DE-NI-362901,A2 | undefined,Essehof N,PKW Stellplätze: 30 LKW Stellplätze: 20,,,false,"[{'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}]",,
A2,DE-NI-363101,A2 | undefined,Uhry N,PKW Stellplätze: 47 LKW Stellplätze: 46,,,false,"[{'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}]",,
A2,DE-NI-363102,A2 | undefined,Uhry S,PKW Stellplätze: 50 LKW Stellplätze: 70,,,false,"[{'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}, {'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}]",,
A2,DE-NI-373202,A2 | undefined,Helmstedt S,PKW Stellplätze: 71 LKW Stellplätze: 15,,,false,"[{'description': 'Raststätte/Restaurant', 'style': '', 'icon': 'almofont almo-utensils'}, {'description': 'Tankstelle', 'style': '', 'icon': 'almofont almo-gaspump'}, {'description': 'Kiosk/Geschäft', 'style': '', 'icon': 'fa fa-shopping-basket'}, {'description': 'Defibrillator', 'style': '', 'icon': 'fa fa-heartbeat'}, {'description': 'WLAN', 'style': '', 'icon': 'fa fa-wifi'}, {'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Spielplatz', 'style': '', 'icon': 'almofont almo-playground'}, {'description': 'Dusche vorhanden', 'style': '', 'icon': 'fa fa-shower'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}, {'description': 'Mautterminal', 'style': '', 'icon': 'almofont almo-toll_terminal'}, {'description': 'Warenautomat', 'style': '', 'icon': 'almofont almo-vending_machine'}, {'description': 'Geldautomat', 'style': '', 'icon': 'fa fa-eur'}]",,
A2,DE-NI-373203,A2 | undefined,RA A2 km 129 S,PKW Stellplätze: 0 LKW Stellplätze: 27,,,false,"[{'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}]",,
A2,DE-NI-373204,A2 | undefined,Waldkater,PKW Stellplätze: 13 LKW Stellplätze: 22,,,false,"[{'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}]",,
A2,DE-NI-373201,A2 | undefined,Lappwald N,PKW Stellplätze: 139 LKW Stellplätze: 110,,,false,"[{'description': 'Raststätte/Restaurant', 'style': '', 'icon': 'almofont almo-utensils'}, {'description': 'Tankstelle', 'style': '', 'icon': 'almofont almo-gaspump'}, {'description': 'Kiosk/Geschäft', 'style': '', 'icon': 'fa fa-shopping-basket'}, {'description': 'Defibrillator', 'style': '', 'icon': 'fa fa-heartbeat'}, {'description': 'WLAN', 'style': '', 'icon': 'fa fa-wifi'}, {'description': 'Picknickmöglichkeiten', 'style': '', 'icon': 'almofont almo-picnic_facility'}, {'description': 'Spielplatz', 'style': '', 'icon': 'almofont almo-playground'}, {'description': 'Dusche vorhanden', 'style': '', 'icon': 'fa fa-shower'}, {'description': 'Toilette vorhanden', 'style': '', 'icon': 'almofont almo-restroom'}, {'description': 'Mautterminal', 'style': '', 'icon': 'almofont almo-toll_terminal'}, {'description': 'Warenautomat', 'style': '', 'icon': 'almofont almo-vending_machine'}, {'description': 'Geldautomat', 'style': '', 'icon': 'fa fa-eur'}]",,
